Size, Type, Time
100, "Sequential", 0.000011
100, "Parallel", 0.085682
100, "Built-in", 0.000014
1000, "Sequential", 0.000123
1000, "Parallel", 0.151691
1000, "Built-in", 0.000304
10000, "Sequential", 0.001531
10000, "Parallel", 0.247752
10000, "Built-in", 0.000900
100000, "Sequential", 0.023623
100000, "Parallel", 0.261495
100000, "Built-in", 0.017916
1000000, "Sequential", 0.237957
1000000, "Parallel", 0.420673
1000000, "Built-in", 0.216483
2500000, "Sequential", 0.601933
2500000, "Parallel", 0.629717
2500000, "Built-in", 0.585724
5000000, "Sequential", 1.285587
5000000, "Parallel", 1.713325
5000000, "Built-in", 1.236885
100, "Sequential", 0.000010
100, "Parallel", 0.075892
100, "Built-in", 0.000016
1000, "Sequential", 0.000122
1000, "Parallel", 0.202397
1000, "Built-in", 0.000187
10000, "Sequential", 0.001450
10000, "Parallel", 0.226457
10000, "Built-in", 0.001358
100000, "Sequential", 0.021931
100000, "Parallel", 0.251080
100000, "Built-in", 0.017649
1000000, "Sequential", 0.237642
1000000, "Parallel", 0.401165
1000000, "Built-in", 0.224287
2500000, "Sequential", 0.604410
2500000, "Parallel", 0.615129
2500000, "Built-in", 0.581269
5000000, "Sequential", 1.266507
5000000, "Parallel", 1.482712
5000000, "Built-in", 1.246034
100, "Sequential", 0.000009
100, "Parallel", 0.075008
100, "Built-in", 0.000014
1000, "Sequential", 0.000127
1000, "Parallel", 0.140121
1000, "Built-in", 0.000197
10000, "Sequential", 0.001075
10000, "Parallel", 0.239999
10000, "Built-in", 0.001484
100000, "Sequential", 0.021183
100000, "Parallel", 0.246183
100000, "Built-in", 0.017913
1000000, "Sequential", 0.242493
1000000, "Parallel", 0.401980
1000000, "Built-in", 0.217434
2500000, "Sequential", 0.601207
2500000, "Parallel", 0.654578
2500000, "Built-in", 0.585976
5000000, "Sequential", 1.268561
5000000, "Parallel", 1.522276
5000000, "Built-in", 1.237412
100, "Sequential", 0.000009
100, "Parallel", 0.083460
100, "Built-in", 0.000015
1000, "Sequential", 0.000117
1000, "Parallel", 0.193367
1000, "Built-in", 0.000181
10000, "Sequential", 0.001671
10000, "Parallel", 0.221783
10000, "Built-in", 0.001479
100000, "Sequential", 0.020317
100000, "Parallel", 0.268646
100000, "Built-in", 0.017183
1000000, "Sequential", 0.235460
1000000, "Parallel", 0.394561
1000000, "Built-in", 0.218568
2500000, "Sequential", 0.606533
2500000, "Parallel", 0.696241
2500000, "Built-in", 0.598229
5000000, "Sequential", 1.250485
5000000, "Parallel", 1.424043
5000000, "Built-in", 1.228825
100, "Sequential", 0.000009
100, "Parallel", 0.085047
100, "Built-in", 0.000014
1000, "Sequential", 0.000118
1000, "Parallel", 0.187683
1000, "Built-in", 0.000182
10000, "Sequential", 0.002046
10000, "Parallel", 0.230780
10000, "Built-in", 0.001774
100000, "Sequential", 0.024185
100000, "Parallel", 0.257446
100000, "Built-in", 0.018397
1000000, "Sequential", 0.237033
1000000, "Parallel", 0.371579
1000000, "Built-in", 0.216776
2500000, "Sequential", 0.603571
2500000, "Parallel", 0.720800
2500000, "Built-in", 0.586642
5000000, "Sequential", 1.263267
5000000, "Parallel", 1.575966
5000000, "Built-in", 1.232658
100, "Sequential", 0.000009
100, "Parallel", 0.081036
100, "Built-in", 0.000017
1000, "Sequential", 0.000116
1000, "Parallel", 0.143248
1000, "Built-in", 0.000182
10000, "Sequential", 0.001518
10000, "Parallel", 0.237545
10000, "Built-in", 0.001899
100000, "Sequential", 0.020382
100000, "Parallel", 0.202799
100000, "Built-in", 0.017868
1000000, "Sequential", 0.233421
1000000, "Parallel", 0.401804
1000000, "Built-in", 0.215921
2500000, "Sequential", 0.611409
2500000, "Parallel", 0.642322
2500000, "Built-in", 0.587739
5000000, "Sequential", 1.245160
5000000, "Parallel", 1.657927
5000000, "Built-in", 1.221973
100, "Sequential", 0.000009
100, "Parallel", 0.085638
100, "Built-in", 0.000016
1000, "Sequential", 0.000114
1000, "Parallel", 0.159444
1000, "Built-in", 0.000180
10000, "Sequential", 0.001533
10000, "Parallel", 0.195695
10000, "Built-in", 0.001127
100000, "Sequential", 0.021248
100000, "Parallel", 0.252481
100000, "Built-in", 0.017874
1000000, "Sequential", 0.238359
1000000, "Parallel", 0.388115
1000000, "Built-in", 0.217992
2500000, "Sequential", 0.615186
2500000, "Parallel", 0.758653
2500000, "Built-in", 0.591628
5000000, "Sequential", 1.278944
5000000, "Parallel", 1.384843
5000000, "Built-in", 1.229542
100, "Sequential", 0.000009
100, "Parallel", 0.095680
100, "Built-in", 0.000014
1000, "Sequential", 0.000119
1000, "Parallel", 0.152793
1000, "Built-in", 0.000181
10000, "Sequential", 0.001641
10000, "Parallel", 0.238442
10000, "Built-in", 0.001490
100000, "Sequential", 0.021317
100000, "Parallel", 0.242921
100000, "Built-in", 0.018610
1000000, "Sequential", 0.230578
1000000, "Parallel", 0.392253
1000000, "Built-in", 0.217357
2500000, "Sequential", 0.602831
2500000, "Parallel", 0.639744
2500000, "Built-in", 0.584860
5000000, "Sequential", 1.269132
5000000, "Parallel", 1.613415
5000000, "Built-in", 1.242554
100, "Sequential", 0.000010
100, "Parallel", 0.084726
100, "Built-in", 0.000015
1000, "Sequential", 0.000119
1000, "Parallel", 0.198462
1000, "Built-in", 0.000188
10000, "Sequential", 0.001664
10000, "Parallel", 0.235356
10000, "Built-in", 0.001602
100000, "Sequential", 0.022893
100000, "Parallel", 0.258111
100000, "Built-in", 0.018342
1000000, "Sequential", 0.232338
1000000, "Parallel", 0.418967
1000000, "Built-in", 0.215146
2500000, "Sequential", 0.620748
2500000, "Parallel", 0.639704
2500000, "Built-in", 0.600082
5000000, "Sequential", 1.250032
5000000, "Parallel", 1.841587
5000000, "Built-in", 1.219713
100, "Sequential", 0.000010
100, "Parallel", 0.097566
100, "Built-in", 0.000014
1000, "Sequential", 0.000122
1000, "Parallel", 0.179473
1000, "Built-in", 0.000192
10000, "Sequential", 0.001528
10000, "Parallel", 0.215358
10000, "Built-in", 0.001484
100000, "Sequential", 0.021058
100000, "Parallel", 0.265352
100000, "Built-in", 0.017497
1000000, "Sequential", 0.236379
1000000, "Parallel", 0.407251
1000000, "Built-in", 0.217709
2500000, "Sequential", 0.613414
2500000, "Parallel", 0.651446
2500000, "Built-in", 0.584039
5000000, "Sequential", 1.257794
5000000, "Parallel", 1.652568
5000000, "Built-in", 1.234432
100, "Sequential", 0.000010
100, "Parallel", 0.027732
100, "Built-in", 0.000014
1000, "Sequential", 0.000117
1000, "Parallel", 0.173788
1000, "Built-in", 0.000186
10000, "Sequential", 0.001651
10000, "Parallel", 0.228665
10000, "Built-in", 0.001282
100000, "Sequential", 0.022628
100000, "Parallel", 0.254060
100000, "Built-in", 0.017939
1000000, "Sequential", 0.227664
1000000, "Parallel", 0.417350
1000000, "Built-in", 0.217185
2500000, "Sequential", 0.603861
2500000, "Parallel", 0.622542
2500000, "Built-in", 0.587477
5000000, "Sequential", 1.267379
5000000, "Parallel", 1.476300
5000000, "Built-in", 1.247560
100, "Sequential", 0.000010
100, "Parallel", 0.097647
100, "Built-in", 0.000014
1000, "Sequential", 0.000122
1000, "Parallel", 0.155948
1000, "Built-in", 0.000182
10000, "Sequential", 0.001433
10000, "Parallel", 0.227307
10000, "Built-in", 0.001605
100000, "Sequential", 0.020563
100000, "Parallel", 0.245389
100000, "Built-in", 0.017212
1000000, "Sequential", 0.238655
1000000, "Parallel", 0.395151
1000000, "Built-in", 0.224064
2500000, "Sequential", 0.604546
2500000, "Parallel", 0.651811
2500000, "Built-in", 0.583493
5000000, "Sequential", 1.244903
5000000, "Parallel", 1.568579
5000000, "Built-in", 1.221108
100, "Sequential", 0.000009
100, "Parallel", 0.092237
100, "Built-in", 0.000015
1000, "Sequential", 0.000116
1000, "Parallel", 0.123323
1000, "Built-in", 0.000184
