Size, Type, Time
100, "Sequential", 0.000010
100, "Parallel", 0.083046
100, "Built-in", 0.000014
1000, "Sequential", 0.000124
1000, "Parallel", 0.494950
1000, "Built-in", 0.000182
10000, "Sequential", 0.001624
10000, "Parallel", 5.480065
10000, "Built-in", 0.001478
100000, "Sequential", 0.022683
100000, "Parallel", 0.613936
100000, "Built-in", 0.017895
1000000, "Sequential", 0.240055
1000000, "Parallel", 1.686614
1000000, "Built-in", 0.217640
2500000, "Sequential", 0.601836
2500000, "Parallel", 7.109105
2500000, "Built-in", 0.581774
5000000, "Sequential", 1.264638
5000000, "Parallel", 7.530027
5000000, "Built-in", 1.243881
100, "Sequential", 0.000010
100, "Parallel", 0.120551
100, "Built-in", 0.000016
1000, "Sequential", 0.000117
1000, "Parallel", 0.337312
1000, "Built-in", 0.000186
10000, "Sequential", 0.001591
10000, "Parallel", 0.718994
10000, "Built-in", 0.001549
100000, "Sequential", 0.022140
100000, "Parallel", 7.567673
100000, "Built-in", 0.018003
1000000, "Sequential", 0.244444
1000000, "Parallel", 4.362191
1000000, "Built-in", 0.217856
2500000, "Sequential", 0.595093
2500000, "Parallel", 6.153993
2500000, "Built-in", 0.587353
5000000, "Sequential", 1.271315
5000000, "Parallel", 9.503182
5000000, "Built-in", 1.226490
100, "Sequential", 0.000010
100, "Parallel", 0.098948
100, "Built-in", 0.000014
1000, "Sequential", 0.000150
1000, "Parallel", 0.231075
1000, "Built-in", 0.000183
10000, "Sequential", 0.001522
10000, "Parallel", 0.779866
10000, "Built-in", 0.001611
100000, "Sequential", 0.023336
100000, "Parallel", 0.743970
100000, "Built-in", 0.018124
1000000, "Sequential", 0.235561
1000000, "Parallel", 2.462662
1000000, "Built-in", 0.224052
2500000, "Sequential", 0.599921
2500000, "Parallel", 6.796363
2500000, "Built-in", 0.581236
5000000, "Sequential", 1.255568
5000000, "Parallel", 10.227845
5000000, "Built-in", 1.219960
100, "Sequential", 0.000010
100, "Parallel", 0.123187
100, "Built-in", 0.000016
1000, "Sequential", 0.000123
1000, "Parallel", 0.520485
1000, "Built-in", 0.000183
10000, "Sequential", 0.001627
10000, "Parallel", 0.784508
10000, "Built-in", 0.001612
100000, "Sequential", 0.022043
100000, "Parallel", 6.746683
100000, "Built-in", 0.018057
1000000, "Sequential", 0.242209
1000000, "Parallel", 6.234308
1000000, "Built-in", 0.217515
2500000, "Sequential", 0.624715
2500000, "Parallel", 8.103647
2500000, "Built-in", 0.604371
5000000, "Sequential", 1.248631
5000000, "Parallel", 6.017815
5000000, "Built-in", 1.297799
100, "Sequential", 0.000011
100, "Parallel", 0.121394
100, "Built-in", 0.000020
1000, "Sequential", 0.000123
1000, "Parallel", 0.337084
1000, "Built-in", 0.000184
10000, "Sequential", 0.001591
10000, "Parallel", 0.698527
10000, "Built-in", 0.001505
100000, "Sequential", 0.022893
100000, "Parallel", 4.735644
100000, "Built-in", 0.018185
1000000, "Sequential", 0.242818
1000000, "Parallel", 1.034359
1000000, "Built-in", 0.224183
2500000, "Sequential", 0.638306
2500000, "Parallel", 6.386389
2500000, "Built-in", 0.583207
5000000, "Sequential", 1.278113
5000000, "Parallel", 5.801425
5000000, "Built-in", 1.264585
100, "Sequential", 0.000012
100, "Parallel", 0.118152
100, "Built-in", 0.000015
1000, "Sequential", 0.000121
1000, "Parallel", 0.477351
1000, "Built-in", 0.000190
10000, "Sequential", 0.001756
10000, "Parallel", 0.633548
10000, "Built-in", 0.001628
100000, "Sequential", 0.023540
100000, "Parallel", 8.448800
100000, "Built-in", 0.018668
1000000, "Sequential", 0.250060
1000000, "Parallel", 6.745601
1000000, "Built-in", 0.231358
2500000, "Sequential", 0.619975
2500000, "Parallel", 7.620491
2500000, "Built-in", 0.596609
5000000, "Sequential", 1.274411
5000000, "Parallel", 1.606358
5000000, "Built-in", 1.239857
100, "Sequential", 0.000011
100, "Parallel", 0.113763
100, "Built-in", 0.000015
1000, "Sequential", 0.000118
1000, "Parallel", 0.235364
1000, "Built-in", 0.000195
10000, "Sequential", 0.001490
10000, "Parallel", 0.710402
10000, "Built-in", 0.001559
100000, "Sequential", 0.026184
100000, "Parallel", 6.504983
100000, "Built-in", 0.018137
1000000, "Sequential", 0.233808
1000000, "Parallel", 13.905422
1000000, "Built-in", 0.218049
2500000, "Sequential", 0.596388
2500000, "Parallel", 11.451508
2500000, "Built-in", 0.581070
5000000, "Sequential", 1.275444
5000000, "Parallel", 10.044445
5000000, "Built-in", 1.222429
100, "Sequential", 0.000010
100, "Parallel", 0.119947
100, "Built-in", 0.000015
1000, "Sequential", 0.000117
1000, "Parallel", 0.354263
1000, "Built-in", 0.000191
10000, "Sequential", 0.001507
10000, "Parallel", 1.141203
10000, "Built-in", 0.001582
100000, "Sequential", 0.020510
100000, "Parallel", 4.579577
100000, "Built-in", 0.018101
1000000, "Sequential", 0.235819
1000000, "Parallel", 4.139531
1000000, "Built-in", 0.225424
2500000, "Sequential", 0.608684
2500000, "Parallel", 10.631322
2500000, "Built-in", 0.584392
5000000, "Sequential", 1.278948
5000000, "Parallel", 7.120972
5000000, "Built-in", 1.250087
100, "Sequential", 0.000011
100, "Parallel", 0.120199
100, "Built-in", 0.000015
1000, "Sequential", 0.000117
1000, "Parallel", 0.544744
1000, "Built-in", 0.000177
10000, "Sequential", 0.001645
10000, "Parallel", 0.704638
10000, "Built-in", 0.001502
100000, "Sequential", 0.020358
100000, "Parallel", 2.875781
100000, "Built-in", 0.017904
1000000, "Sequential", 0.244253
1000000, "Parallel", 7.245812
1000000, "Built-in", 0.217639
2500000, "Sequential", 0.603721
2500000, "Parallel", 12.365783
2500000, "Built-in", 0.580877
5000000, "Sequential", 1.292046
5000000, "Parallel", 1.685920
5000000, "Built-in", 1.248370
100, "Sequential", 0.000009
100, "Parallel", 0.138290
100, "Built-in", 0.000016
1000, "Sequential", 0.000125
1000, "Parallel", 0.402335
1000, "Built-in", 0.000185
10000, "Sequential", 0.001715
10000, "Parallel", 8.223098
10000, "Built-in", 0.001499
100000, "Sequential", 0.023232
100000, "Parallel", 0.948637
100000, "Built-in", 0.017825
1000000, "Sequential", 0.248444
1000000, "Parallel", 12.655752
1000000, "Built-in", 0.271507
2500000, "Sequential", 0.777444
2500000, "Parallel", 6.566537
2500000, "Built-in", 0.677761
5000000, "Sequential", 1.272627
5000000, "Parallel", 10.197259
5000000, "Built-in", 1.254460
100, "Sequential", 0.000011
100, "Parallel", 0.105972
100, "Built-in", 0.000015
1000, "Sequential", 0.000124
1000, "Parallel", 0.501958
1000, "Built-in", 0.000200
10000, "Sequential", 0.001849
10000, "Parallel", 6.757529
10000, "Built-in", 0.001475
100000, "Sequential", 0.022927
100000, "Parallel", 13.350902
100000, "Built-in", 0.018121
1000000, "Sequential", 0.246452
1000000, "Parallel", 8.373563
1000000, "Built-in", 0.221993
2500000, "Sequential", 0.600659
2500000, "Parallel", 16.040626
2500000, "Built-in", 0.581802
5000000, "Sequential", 1.257625
5000000, "Parallel", 14.185763
5000000, "Built-in", 1.231611
100, "Sequential", 0.000011
100, "Parallel", 0.076074
100, "Built-in", 0.000016
1000, "Sequential", 0.000132
1000, "Parallel", 0.207813
1000, "Built-in", 0.000179
10000, "Sequential", 0.001587
10000, "Parallel", 1.235407
10000, "Built-in", 0.001501
100000, "Sequential", 0.021496
100000, "Parallel", 9.249429
100000, "Built-in", 0.018023
1000000, "Sequential", 0.233044
1000000, "Parallel", 9.732471
1000000, "Built-in", 0.217209
2500000, "Sequential", 0.612757
2500000, "Parallel", 8.350615
2500000, "Built-in", 0.584468
5000000, "Sequential", 1.278441
5000000, "Parallel", 14.220367
5000000, "Built-in", 1.223577
100, "Sequential", 0.000011
100, "Parallel", 0.110599
100, "Built-in", 0.000020
1000, "Sequential", 0.000123
1000, "Parallel", 0.417113
1000, "Built-in", 0.000185
10000, "Sequential", 0.001741
10000, "Parallel", 7.232733
10000, "Built-in", 0.001474
100000, "Sequential", 0.021235
100000, "Parallel", 7.878077
100000, "Built-in", 0.017887
1000000, "Sequential", 0.241992
1000000, "Parallel", 11.665877
1000000, "Built-in", 0.280517
2500000, "Sequential", 0.644337
2500000, "Parallel", 12.404494
2500000, "Built-in", 0.589795
5000000, "Sequential", 1.265501
5000000, "Parallel", 10.901257
5000000, "Built-in", 1.222287
100, "Sequential", 0.000010
100, "Parallel", 0.114323
100, "Built-in", 0.000015
1000, "Sequential", 0.000127
1000, "Parallel", 0.347877
1000, "Built-in", 0.000179
10000, "Sequential", 0.001540
10000, "Parallel", 0.579243
10000, "Built-in", 0.001507
100000, "Sequential", 0.022794
100000, "Parallel", 9.128842
100000, "Built-in", 0.018138
1000000, "Sequential", 0.240348
1000000, "Parallel", 9.620113
1000000, "Built-in", 0.218110
2500000, "Sequential", 0.669327
2500000, "Parallel", 9.117891
2500000, "Built-in", 0.585576
5000000, "Sequential", 1.293470
5000000, "Parallel", 11.311691
5000000, "Built-in", 1.222508
100, "Sequential", 0.000010
100, "Parallel", 0.112258
100, "Built-in", 0.000016
1000, "Sequential", 0.000117
1000, "Parallel", 0.403966
1000, "Built-in", 0.000185
10000, "Sequential", 0.001528
10000, "Parallel", 6.434183
10000, "Built-in", 0.001495
100000, "Sequential", 0.021032
