Size, Type, Time
300000, "Built-in", 0.059391
400000, "Sequential", 0.103339
400000, "Parallel", 0.070314
400000, "Built-in", 0.084088
500000, "Sequential", 0.128559
500000, "Parallel", 0.100945
500000, "Built-in", 0.108014
600000, "Sequential", 0.139736
600000, "Parallel", 0.112625
600000, "Built-in", 0.126241
700000, "Sequential", 0.166496
700000, "Parallel", 0.138568
700000, "Built-in", 0.150878
800000, "Sequential", 0.192935
800000, "Parallel", 0.125122
800000, "Built-in", 0.177232
900000, "Sequential", 0.216964
900000, "Parallel", 0.148132
900000, "Built-in", 0.199416
1000000, "Sequential", 0.242158
1000000, "Parallel", 0.190847
1000000, "Built-in", 0.227260
1100000, "Sequential", 0.270168
1100000, "Parallel", 0.225441
1100000, "Built-in", 0.243289
200000, "Sequential", 0.044956
200000, "Parallel", 0.043660
200000, "Built-in", 0.038295
300000, "Sequential", 0.076330
300000, "Parallel", 0.050933
300000, "Built-in", 0.064137
400000, "Sequential", 0.091417
400000, "Parallel", 0.071938
400000, "Built-in", 0.082406
500000, "Sequential", 0.122404
500000, "Parallel", 0.085857
500000, "Built-in", 0.107914
600000, "Sequential", 0.144613
600000, "Parallel", 0.120186
600000, "Built-in", 0.130375
700000, "Sequential", 0.165065
700000, "Parallel", 0.121513
700000, "Built-in", 0.150245
800000, "Sequential", 0.188366
800000, "Parallel", 0.129929
800000, "Built-in", 0.177423
900000, "Sequential", 0.220021
900000, "Parallel", 0.155771
900000, "Built-in", 0.199289
1000000, "Sequential", 0.243668
1000000, "Parallel", 0.202173
1000000, "Built-in", 0.223589
1100000, "Sequential", 0.260414
1100000, "Parallel", 0.222735
1100000, "Built-in", 0.242831
200000, "Sequential", 0.043760
200000, "Parallel", 0.037400
200000, "Built-in", 0.039749
300000, "Sequential", 0.064476
300000, "Parallel", 0.051848
300000, "Built-in", 0.060142
400000, "Sequential", 0.097492
400000, "Parallel", 0.063384
400000, "Built-in", 0.081089
500000, "Sequential", 0.123883
500000, "Parallel", 0.094217
500000, "Built-in", 0.105535
600000, "Sequential", 0.141156
600000, "Parallel", 0.123846
600000, "Built-in", 0.125645
700000, "Sequential", 0.174862
700000, "Parallel", 0.127830
700000, "Built-in", 0.148743
800000, "Sequential", 0.192741
800000, "Parallel", 0.179334
800000, "Built-in", 0.171578
900000, "Sequential", 0.219307
900000, "Parallel", 0.166949
900000, "Built-in", 0.196443
1000000, "Sequential", 0.237291
1000000, "Parallel", 0.186618
1000000, "Built-in", 0.219801
1100000, "Sequential", 0.266207
1100000, "Parallel", 0.221412
1100000, "Built-in", 0.252524
200000, "Sequential", 0.043847
200000, "Parallel", 0.034653
200000, "Built-in", 0.038057
300000, "Sequential", 0.065606
300000, "Parallel", 0.078862
300000, "Built-in", 0.059736
400000, "Sequential", 0.090646
400000, "Parallel", 0.059271
400000, "Built-in", 0.083587
500000, "Sequential", 0.118220
500000, "Parallel", 0.085497
500000, "Built-in", 0.103942
600000, "Sequential", 0.142682
600000, "Parallel", 0.108437
600000, "Built-in", 0.126531
700000, "Sequential", 0.170606
700000, "Parallel", 0.119682
700000, "Built-in", 0.149472
800000, "Sequential", 0.191572
800000, "Parallel", 0.148244
800000, "Built-in", 0.172061
900000, "Sequential", 0.216028
900000, "Parallel", 0.156588
900000, "Built-in", 0.194726
1000000, "Sequential", 0.239139
1000000, "Parallel", 0.180185
1000000, "Built-in", 0.221633
1100000, "Sequential", 0.262228
1100000, "Parallel", 0.232559
1100000, "Built-in", 0.250435
200000, "Sequential", 0.049646
200000, "Parallel", 0.035162
200000, "Built-in", 0.039438
300000, "Sequential", 0.074895
300000, "Parallel", 0.063084
300000, "Built-in", 0.060029
400000, "Sequential", 0.093591
400000, "Parallel", 0.081822
400000, "Built-in", 0.083744
500000, "Sequential", 0.117427
500000, "Parallel", 0.093389
500000, "Built-in", 0.105807
600000, "Sequential", 0.143753
600000, "Parallel", 0.103889
600000, "Built-in", 0.127529
700000, "Sequential", 0.168664
700000, "Parallel", 0.129042
700000, "Built-in", 0.149137
800000, "Sequential", 0.189380
800000, "Parallel", 0.146800
800000, "Built-in", 0.175889
900000, "Sequential", 0.211322
900000, "Parallel", 0.196240
900000, "Built-in", 0.201025
1000000, "Sequential", 0.241815
1000000, "Parallel", 0.183030
1000000, "Built-in", 0.232603
1100000, "Sequential", 0.258780
1100000, "Parallel", 0.214517
1100000, "Built-in", 0.242859
200000, "Sequential", 0.045300
200000, "Parallel", 0.035725
200000, "Built-in", 0.075936
300000, "Sequential", 0.074155
300000, "Parallel", 0.051173
300000, "Built-in", 0.065549
400000, "Sequential", 0.099333
400000, "Parallel", 0.073351
400000, "Built-in", 0.081470
500000, "Sequential", 0.114498
500000, "Parallel", 0.103966
500000, "Built-in", 0.109691
600000, "Sequential", 0.139516
600000, "Parallel", 0.116971
600000, "Built-in", 0.128432
700000, "Sequential", 0.180104
700000, "Parallel", 0.134512
700000, "Built-in", 0.149388
800000, "Sequential", 0.183793
800000, "Parallel", 0.138627
800000, "Built-in", 0.172825
900000, "Sequential", 0.214068
900000, "Parallel", 0.149773
900000, "Built-in", 0.202988
1000000, "Sequential", 0.241919
1000000, "Parallel", 0.185153
1000000, "Built-in", 0.223721
1100000, "Sequential", 0.268444
1100000, "Parallel", 0.206303
1100000, "Built-in", 0.243733
200000, "Sequential", 0.049382
200000, "Parallel", 0.035360
200000, "Built-in", 0.038532
300000, "Sequential", 0.072047
300000, "Parallel", 0.060502
300000, "Built-in", 0.059830
400000, "Sequential", 0.096302
400000, "Parallel", 0.060647
400000, "Built-in", 0.081021
500000, "Sequential", 0.136439
500000, "Parallel", 0.090772
500000, "Built-in", 0.107864
600000, "Sequential", 0.135451
600000, "Parallel", 0.144198
600000, "Built-in", 0.125996
700000, "Sequential", 0.165193
700000, "Parallel", 0.124779
700000, "Built-in", 0.149229
800000, "Sequential", 0.192779
800000, "Parallel", 0.146960
800000, "Built-in", 0.171776
900000, "Sequential", 0.216443
900000, "Parallel", 0.172708
900000, "Built-in", 0.195458
1000000, "Sequential", 0.241842
1000000, "Parallel", 0.150640
1000000, "Built-in", 0.218934
1100000, "Sequential", 0.263824
1100000, "Parallel", 0.229558
1100000, "Built-in", 0.249200
200000, "Sequential", 0.044005
200000, "Parallel", 0.031553
200000, "Built-in", 0.038117
300000, "Sequential", 0.071510
300000, "Parallel", 0.048421
300000, "Built-in", 0.059226
400000, "Sequential", 0.091752
400000, "Parallel", 0.073604
400000, "Built-in", 0.081470
500000, "Sequential", 0.121192
500000, "Parallel", 0.094144
500000, "Built-in", 0.104744
600000, "Sequential", 0.143163
600000, "Parallel", 0.099221
600000, "Built-in", 0.128951
700000, "Sequential", 0.167547
700000, "Parallel", 0.125521
700000, "Built-in", 0.150795
800000, "Sequential", 0.194351
800000, "Parallel", 0.149525
800000, "Built-in", 0.172276
900000, "Sequential", 0.223962
900000, "Parallel", 0.162599
900000, "Built-in", 0.200413
1000000, "Sequential", 0.243188
1000000, "Parallel", 0.175795
1000000, "Built-in", 0.219454
1100000, "Sequential", 0.272545
1100000, "Parallel", 0.214078
1100000, "Built-in", 0.248705
200000, "Sequential", 0.048784
200000, "Parallel", 0.065394
200000, "Built-in", 0.038387
300000, "Sequential", 0.068879
300000, "Parallel", 0.062507
300000, "Built-in", 0.059335
400000, "Sequential", 0.093549
400000, "Parallel", 0.109840
400000, "Built-in", 0.085141
500000, "Sequential", 0.114795
500000, "Parallel", 0.098664
500000, "Built-in", 0.104737
600000, "Sequential", 0.156455
600000, "Parallel", 0.125788
600000, "Built-in", 0.126668
700000, "Sequential", 0.166193
700000, "Parallel", 0.125438
700000, "Built-in", 0.150156
800000, "Sequential", 0.189722
800000, "Parallel", 0.165174
800000, "Built-in", 0.180902
900000, "Sequential", 0.220644
900000, "Parallel", 0.169543
900000, "Built-in", 0.198763
1000000, "Sequential", 0.236511
1000000, "Parallel", 0.193077
1000000, "Built-in", 0.219363
1100000, "Sequential", 0.259916
1100000, "Parallel", 0.201507
1100000, "Built-in", 0.243360
200000, "Sequential", 0.048605
200000, "Parallel", 0.037504
200000, "Built-in", 0.040449
300000, "Sequential", 0.069294
300000, "Parallel", 0.058464
300000, "Built-in", 0.059566
400000, "Sequential", 0.090429
400000, "Parallel", 0.075425
400000, "Built-in", 0.082709
500000, "Sequential", 0.116755
500000, "Parallel", 0.096421
500000, "Built-in", 0.103988
600000, "Sequential", 0.146176
600000, "Parallel", 0.105116
600000, "Built-in", 0.129234
700000, "Sequential", 0.181781
700000, "Parallel", 0.166297
700000, "Built-in", 0.153779
800000, "Sequential", 0.192302
800000, "Parallel", 0.141695
800000, "Built-in", 0.174593
900000, "Sequential", 0.221121
900000, "Parallel", 0.179262
900000, "Built-in", 0.199693
1000000, "Sequential", 0.239722
1000000, "Parallel", 0.165179
1000000, "Built-in", 0.230603
1100000, "Sequential", 0.272569
1100000, "Parallel", 0.193035
1100000, "Built-in", 0.249897
200000, "Sequential", 0.043778
200000, "Parallel", 0.036374
200000, "Built-in", 0.038332
300000, "Sequential", 0.068472
300000, "Parallel", 0.051029
300000, "Built-in", 0.059216
400000, "Sequential", 0.097562
400000, "Parallel", 0.086373
400000, "Built-in", 0.081146
500000, "Sequential", 0.118097
500000, "Parallel", 0.093339
500000, "Built-in", 0.104123
600000, "Sequential", 0.143930
600000, "Parallel", 0.126135
600000, "Built-in", 0.125991
700000, "Sequential", 0.166612
700000, "Parallel", 0.119340
700000, "Built-in", 0.149706
800000, "Sequential", 0.190947
800000, "Parallel", 0.160342
800000, "Built-in", 0.178155
900000, "Sequential", 0.210671
900000, "Parallel", 0.178466
900000, "Built-in", 0.198838
1000000, "Sequential", 0.240294
1000000, "Parallel", 0.203087
1000000, "Built-in", 0.220980
1100000, "Sequential", 0.272693
1100000, "Parallel", 0.206045
1100000, "Built-in", 0.250328
200000, "Sequential", 0.049881
200000, "Parallel", 0.034581
200000, "Built-in", 0.040262
300000, "Sequential", 0.072748
300000, "Parallel", 0.049780
300000, "Built-in", 0.060449
400000, "Sequential", 0.087905
400000, "Parallel", 0.064593
400000, "Built-in", 0.081414
500000, "Sequential", 0.128210
500000, "Parallel", 0.095589
500000, "Built-in", 0.104818
600000, "Sequential", 0.138391
600000, "Parallel", 0.096464
600000, "Built-in", 0.127132
700000, "Sequential", 0.169760
700000, "Parallel", 0.143417
700000, "Built-in", 0.150158
800000, "Sequential", 0.185850
800000, "Parallel", 0.161519
800000, "Built-in", 0.176944
900000, "Sequential", 0.219101
900000, "Parallel", 0.181426
900000, "Built-in", 0.197061
1000000, "Sequential", 0.239305
1000000, "Parallel", 0.179377
1000000, "Built-in", 0.220419
1100000, "Sequential", 0.266396
1100000, "Parallel", 0.210649
1100000, "Built-in", 0.243847
200000, "Sequential", 0.044786
200000, "Parallel", 0.036724
200000, "Built-in", 0.039087
300000, "Sequential", 0.076151
300000, "Parallel", 0.044342
300000, "Built-in", 0.060204
400000, "Sequential", 0.092671
400000, "Parallel", 0.072629
400000, "Built-in", 0.088078
500000, "Sequential", 0.123294
500000, "Parallel", 0.097618
500000, "Built-in", 0.109193
600000, "Sequential", 0.138665
600000, "Parallel", 0.119791
600000, "Built-in", 0.130307
700000, "Sequential", 0.167280
700000, "Parallel", 0.134848
700000, "Built-in", 0.149276
800000, "Sequential", 0.182766
800000, "Parallel", 0.149998
800000, "Built-in", 0.172389
900000, "Sequential", 0.224289
900000, "Parallel", 0.143519
900000, "Built-in", 0.197425
1000000, "Sequential", 0.249601
1000000, "Parallel", 0.152236
1000000, "Built-in", 0.228892
1100000, "Sequential", 0.276412
1100000, "Parallel", 0.184728
1100000, "Built-in", 0.245728
200000, "Sequential", 0.046623
200000, "Parallel", 0.039137
200000, "Built-in", 0.040226
300000, "Sequential", 0.076155
300000, "Parallel", 0.056548
300000, "Built-in", 0.059652
400000, "Sequential", 0.097353
400000, "Parallel", 0.069309
400000, "Built-in", 0.083997
500000, "Sequential", 0.116523
500000, "Parallel", 0.088347
500000, "Built-in", 0.103930
600000, "Sequential", 0.149060
600000, "Parallel", 0.103533
600000, "Built-in", 0.127693
700000, "Sequential", 0.170610
700000, "Parallel", 0.122498
700000, "Built-in", 0.153733
800000, "Sequential", 0.192722
800000, "Parallel", 0.159384
800000, "Built-in", 0.176359
900000, "Sequential", 0.217323
900000, "Parallel", 0.154868
900000, "Built-in", 0.205639
1000000, "Sequential", 0.244632
1000000, "Parallel", 0.172202
1000000, "Built-in", 0.224666
1100000, "Sequential", 0.271793
1100000, "Parallel", 0.217745
1100000, "Built-in", 0.243438
200000, "Sequential", 0.048852
200000, "Parallel", 0.035436
200000, "Built-in", 0.038227
300000, "Sequential", 0.068477
300000, "Parallel", 0.052596
300000, "Built-in", 0.059469
400000, "Sequential", 0.092880
400000, "Parallel", 0.098726
400000, "Built-in", 0.081276
500000, "Sequential", 0.113943
500000, "Parallel", 0.099348
500000, "Built-in", 0.104194
600000, "Sequential", 0.142607
600000, "Parallel", 0.120871
600000, "Built-in", 0.126368
700000, "Sequential", 0.168548
700000, "Parallel", 0.149726
700000, "Built-in", 0.157621
800000, "Sequential", 0.197545
800000, "Parallel", 0.169619
800000, "Built-in", 0.177346
900000, "Sequential", 0.210364
900000, "Parallel", 0.146402
900000, "Built-in", 0.195992
1000000, "Sequential", 0.245227
1000000, "Parallel", 0.198934
1000000, "Built-in", 0.225465
1100000, "Sequential", 0.258088
1100000, "Parallel", 0.209895
1100000, "Built-in", 0.250983
200000, "Sequential", 0.046311
200000, "Parallel", 0.037998
200000, "Built-in", 0.039809
300000, "Sequential", 0.071664
300000, "Parallel", 0.056316
300000, "Built-in", 0.061684
400000, "Sequential", 0.100566
400000, "Parallel", 0.066188
400000, "Built-in", 0.082442
500000, "Sequential", 0.119335
500000, "Parallel", 0.175803
500000, "Built-in", 0.110560
600000, "Sequential", 0.140149
600000, "Parallel", 0.093280
600000, "Built-in", 0.125967
700000, "Sequential", 0.162468
700000, "Parallel", 0.122212
700000, "Built-in", 0.152614
800000, "Sequential", 0.197929
800000, "Parallel", 0.132534
800000, "Built-in", 0.177787
900000, "Sequential", 0.212767
900000, "Parallel", 0.159736
900000, "Built-in", 0.198797
1000000, "Sequential", 0.240697
1000000, "Parallel", 0.172568
1000000, "Built-in", 0.222220
1100000, "Sequential", 0.265430
1100000, "Parallel", 0.178537
1100000, "Built-in", 0.246125
200000, "Sequential", 0.044678
200000, "Parallel", 0.033096
200000, "Built-in", 0.038694
300000, "Sequential", 0.070644
300000, "Parallel", 0.053701
300000, "Built-in", 0.059455
400000, "Sequential", 0.098616
400000, "Parallel", 0.063870
400000, "Built-in", 0.080738
500000, "Sequential", 0.113929
500000, "Parallel", 0.101592
500000, "Built-in", 0.107551
600000, "Sequential", 0.142832
600000, "Parallel", 0.104025
600000, "Built-in", 0.126418
700000, "Sequential", 0.183753
700000, "Parallel", 0.116339
700000, "Built-in", 0.148474
800000, "Sequential", 0.192651
800000, "Parallel", 0.132711
800000, "Built-in", 0.172628
900000, "Sequential", 0.220508
900000, "Parallel", 0.173095
900000, "Built-in", 0.202071
1000000, "Sequential", 0.236881
1000000, "Parallel", 0.207805
1000000, "Built-in", 0.219147
1100000, "Sequential", 0.258053
1100000, "Parallel", 0.201102
1100000, "Built-in", 0.245441
200000, "Sequential", 0.046243
200000, "Parallel", 0.037345
200000, "Built-in", 0.038432
300000, "Sequential", 0.067154
300000, "Parallel", 0.058930
300000, "Built-in", 0.062859
400000, "Sequential", 0.099224
400000, "Parallel", 0.072969
400000, "Built-in", 0.083559
500000, "Sequential", 0.125087
500000, "Parallel", 0.079388
500000, "Built-in", 0.107945
600000, "Sequential", 0.148645
600000, "Parallel", 0.089173
600000, "Built-in", 0.130498
700000, "Sequential", 0.168863
700000, "Parallel", 0.110358
700000, "Built-in", 0.149448
800000, "Sequential", 0.192987
800000, "Parallel", 0.180728
800000, "Built-in", 0.172251
900000, "Sequential", 0.225623
900000, "Parallel", 0.169426
900000, "Built-in", 0.196400
1000000, "Sequential", 0.245360
1000000, "Parallel", 0.182426
1000000, "Built-in", 0.228272
1100000, "Sequential", 0.260103
1100000, "Parallel", 0.195816
1100000, "Built-in", 0.249421
200000, "Sequential", 0.045766
200000, "Parallel", 0.046198
200000, "Built-in", 0.038302
300000, "Sequential", 0.074097
300000, "Parallel", 0.045978
300000, "Built-in", 0.059801
400000, "Sequential", 0.101054
400000, "Parallel", 0.069834
400000, "Built-in", 0.084652
500000, "Sequential", 0.110191
500000, "Parallel", 0.104697
500000, "Built-in", 0.107431
600000, "Sequential", 0.140207
600000, "Parallel", 0.126442
600000, "Built-in", 0.126982
700000, "Sequential", 0.175486
700000, "Parallel", 0.133841
700000, "Built-in", 0.152567
800000, "Sequential", 0.194722
800000, "Parallel", 0.168974
800000, "Built-in", 0.182279
900000, "Sequential", 0.221702
900000, "Parallel", 0.163884
900000, "Built-in", 0.199914
1000000, "Sequential", 0.239937
1000000, "Parallel", 0.158363
1000000, "Built-in", 0.226330
1100000, "Sequential", 0.267108
1100000, "Parallel", 0.207610
1100000, "Built-in", 0.245206
200000, "Sequential", 0.044751
200000, "Parallel", 0.036918
200000, "Built-in", 0.038135
300000, "Sequential", 0.074934
300000, "Parallel", 0.060408
300000, "Built-in", 0.059335
400000, "Sequential", 0.095554
400000, "Parallel", 0.069468
400000, "Built-in", 0.082069
500000, "Sequential", 0.118044
500000, "Parallel", 0.090260
500000, "Built-in", 0.105302
600000, "Sequential", 0.145323
600000, "Parallel", 0.094693
600000, "Built-in", 0.126579
700000, "Sequential", 0.184148
700000, "Parallel", 0.146185
700000, "Built-in", 0.149141
800000, "Sequential", 0.191904
800000, "Parallel", 0.147421
800000, "Built-in", 0.174907
900000, "Sequential", 0.214605
900000, "Parallel", 0.178665
900000, "Built-in", 0.215675
1000000, "Sequential", 0.236631
1000000, "Parallel", 0.191277
1000000, "Built-in", 0.222879
1100000, "Sequential", 0.258313
1100000, "Parallel", 0.196586
1100000, "Built-in", 0.251271
200000, "Sequential", 0.045944
200000, "Parallel", 0.035461
200000, "Built-in", 0.038771
300000, "Sequential", 0.069360
300000, "Parallel", 0.047079
300000, "Built-in", 0.059174
400000, "Sequential", 0.095985
400000, "Parallel", 0.073722
400000, "Built-in", 0.081721
500000, "Sequential", 0.116129
500000, "Parallel", 0.082177
500000, "Built-in", 0.104652
600000, "Sequential", 0.147855
600000, "Parallel", 0.099711
600000, "Built-in", 0.125982
700000, "Sequential", 0.173748
700000, "Parallel", 0.138890
700000, "Built-in", 0.150097
800000, "Sequential", 0.197751
800000, "Parallel", 0.145422
800000, "Built-in", 0.182851
900000, "Sequential", 0.212544
900000, "Parallel", 0.160484
900000, "Built-in", 0.202307
1000000, "Sequential", 0.240162
1000000, "Parallel", 0.194613
1000000, "Built-in", 0.221872
1100000, "Sequential", 0.270565
1100000, "Parallel", 0.230691
1100000, "Built-in", 0.255135
200000, "Sequential", 0.051117
200000, "Parallel", 0.058289
200000, "Built-in", 0.038489
300000, "Sequential", 0.069348
300000, "Parallel", 0.050234
300000, "Built-in", 0.066791
400000, "Sequential", 0.090951
400000, "Parallel", 0.065888
400000, "Built-in", 0.081791
500000, "Sequential", 0.126530
500000, "Parallel", 0.092299
500000, "Built-in", 0.103939
600000, "Sequential", 0.138822
600000, "Parallel", 0.106412
600000, "Built-in", 0.127040
700000, "Sequential", 0.166984
700000, "Parallel", 0.111309
700000, "Built-in", 0.151813
800000, "Sequential", 0.192071
800000, "Parallel", 0.156912
800000, "Built-in", 0.172212
900000, "Sequential", 0.218969
900000, "Parallel", 0.218073
900000, "Built-in", 0.197755
1000000, "Sequential", 0.258064
1000000, "Parallel", 0.203453
1000000, "Built-in", 0.226418
1100000, "Sequential", 0.279217
1100000, "Parallel", 0.202440
1100000, "Built-in", 0.247110
200000, "Sequential", 0.049770
200000, "Parallel", 0.036240
200000, "Built-in", 0.038510
300000, "Sequential", 0.073960
300000, "Parallel", 0.057216
300000, "Built-in", 0.059696
400000, "Sequential", 0.096570
400000, "Parallel", 0.077862
400000, "Built-in", 0.084068
500000, "Sequential", 0.118954
500000, "Parallel", 0.096993
500000, "Built-in", 0.103862
600000, "Sequential", 0.142814
600000, "Parallel", 0.096467
600000, "Built-in", 0.128348
700000, "Sequential", 0.164912
700000, "Parallel", 0.124824
700000, "Built-in", 0.151494
800000, "Sequential", 0.197162
800000, "Parallel", 0.192800
800000, "Built-in", 0.181914
900000, "Sequential", 0.214900
900000, "Parallel", 0.187863
900000, "Built-in", 0.195417
1000000, "Sequential", 0.235750
1000000, "Parallel", 0.187553
1000000, "Built-in", 0.223980
1100000, "Sequential", 0.256568
1100000, "Parallel", 0.215967
1100000, "Built-in", 0.246914
200000, "Sequential", 0.047542
200000, "Parallel", 0.034137
200000, "Built-in", 0.038936
300000, "Sequential", 0.068653
300000, "Parallel", 0.073476
300000, "Built-in", 0.061340
400000, "Sequential", 0.101082
400000, "Parallel", 0.064245
400000, "Built-in", 0.082819
500000, "Sequential", 0.118783
500000, "Parallel", 0.100736
500000, "Built-in", 0.104796
600000, "Sequential", 0.142211
600000, "Parallel", 0.131696
600000, "Built-in", 0.125824
700000, "Sequential", 0.176058
700000, "Parallel", 0.125824
700000, "Built-in", 0.151665
800000, "Sequential", 0.190758
800000, "Parallel", 0.139594
800000, "Built-in", 0.176813
900000, "Sequential", 0.212729
900000, "Parallel", 0.151853
900000, "Built-in", 0.207734
1000000, "Sequential", 0.252551
1000000, "Parallel", 0.175439
1000000, "Built-in", 0.218693
1100000, "Sequential", 0.260699
1100000, "Parallel", 0.217075
1100000, "Built-in", 0.242887
200000, "Sequential", 0.047140
200000, "Parallel", 0.038420
200000, "Built-in", 0.038053
300000, "Sequential", 0.076790
300000, "Parallel", 0.058534
300000, "Built-in", 0.059326
400000, "Sequential", 0.093754
400000, "Parallel", 0.070871
400000, "Built-in", 0.082849
500000, "Sequential", 0.117406
500000, "Parallel", 0.089069
500000, "Built-in", 0.104308
600000, "Sequential", 0.144336
600000, "Parallel", 0.105139
600000, "Built-in", 0.127929
700000, "Sequential", 0.180577
700000, "Parallel", 0.133602
700000, "Built-in", 0.149576
800000, "Sequential", 0.187715
800000, "Parallel", 0.150463
800000, "Built-in", 0.175338
900000, "Sequential", 0.224528
900000, "Parallel", 0.150736
900000, "Built-in", 0.198471
1000000, "Sequential", 0.253425
1000000, "Parallel", 0.193721
1000000, "Built-in", 0.226370
1100000, "Sequential", 0.269656
1100000, "Parallel", 0.206124
1100000, "Built-in", 0.248523
200000, "Sequential", 0.048744
200000, "Parallel", 0.032204
200000, "Built-in", 0.039074
300000, "Sequential", 0.067334
300000, "Parallel", 0.060909
300000, "Built-in", 0.059445
400000, "Sequential", 0.091375
400000, "Parallel", 0.070749
400000, "Built-in", 0.080860
500000, "Sequential", 0.117872
500000, "Parallel", 0.085939
500000, "Built-in", 0.103768
600000, "Sequential", 0.139663
600000, "Parallel", 0.115345
600000, "Built-in", 0.125989
700000, "Sequential", 0.167951
700000, "Parallel", 0.136175
700000, "Built-in", 0.149885
800000, "Sequential", 0.193196
800000, "Parallel", 0.145975
800000, "Built-in", 0.178865
900000, "Sequential", 0.214321
900000, "Parallel", 0.177060
900000, "Built-in", 0.201357
1000000, "Sequential", 0.242372
1000000, "Parallel", 0.205148
1000000, "Built-in", 0.222496
1100000, "Sequential", 0.275714
1100000, "Parallel", 0.205897
1100000, "Built-in", 0.247388
200000, "Sequential", 0.050912
200000, "Parallel", 0.041286
200000, "Built-in", 0.037997
300000, "Sequential", 0.075399
300000, "Parallel", 0.057369
300000, "Built-in", 0.059891
400000, "Sequential", 0.099954
400000, "Parallel", 0.078130
400000, "Built-in", 0.088286
500000, "Sequential", 0.125877
500000, "Parallel", 0.077227
500000, "Built-in", 0.104907
600000, "Sequential", 0.147814
600000, "Parallel", 0.088645
600000, "Built-in", 0.132582
700000, "Sequential", 0.174378
700000, "Parallel", 0.137923
700000, "Built-in", 0.149953
800000, "Sequential", 0.197507
800000, "Parallel", 0.141943
800000, "Built-in", 0.172463
900000, "Sequential", 0.225591
900000, "Parallel", 0.158477
900000, "Built-in", 0.198404
1000000, "Sequential", 0.239124
1000000, "Parallel", 0.154381
1000000, "Built-in", 0.229615
1100000, "Sequential", 0.260241
1100000, "Parallel", 0.197802
1100000, "Built-in", 0.245390
200000, "Sequential", 0.049034
200000, "Parallel", 0.037485
200000, "Built-in", 0.038421
300000, "Sequential", 0.073166
300000, "Parallel", 0.057044
300000, "Built-in", 0.060801
400000, "Sequential", 0.098777
400000, "Parallel", 0.082862
400000, "Built-in", 0.083369
500000, "Sequential", 0.114608
500000, "Parallel", 0.092538
500000, "Built-in", 0.107412
600000, "Sequential", 0.141885
600000, "Parallel", 0.110278
600000, "Built-in", 0.126457
700000, "Sequential", 0.169159
700000, "Parallel", 0.120056
700000, "Built-in", 0.163701
800000, "Sequential", 0.201717
800000, "Parallel", 0.155887
